Date,Time,Voltage1,Current1 ,Status1,BAT %,,
12/6/2025,13:13:08,59.38,0,Charging,,0,Charging
12/6/2025,13:13:14,59.4,-0.01,Charging,,0,Charging
12/6/2025,13:13:20,59.39,0,Charging,,0,Charging
12/6/2025,13:13:27,59.39,0,Charging,,0,Charging
12/6/2025,13:13:32,59.39,0,Charging,,0,Charging
12/6/2025,13:13:38,59.4,0,Charging,,0,Charging
12/6/2025,13:13:46,59.4,-0.01,Charging,,0,Charging
12/6/2025,13:13:52,59.4,0,Charging,,0,Charging
12/6/2025,13:14:00,59.4,0,Charging,,0,Charging
12/6/2025,13:14:06,59.39,-0.08,Charging,,0,Charging
12/6/2025,13:14:12,59.4,0,Charging,,0,Charging
12/6/2025,13:14:17,59.41,-0.02,Charging,,0,Charging
12/6/2025,13:14:22,59.39,0,Charging,,0,Charging
12/6/2025,13:14:28,59.42,0,Charging,,0,Charging
12/6/2025,13:14:34,59.38,0,Charging,,0,Charging
12/6/2025,13:14:40,59.39,0,Charging,,0,Charging
12/6/2025,13:14:45,59.38,-0.05,Charging,,0,Charging
12/6/2025,13:14:51,59.38,0,Charging,,0,Charging
12/6/2025,13:14:57,59.4,-0.07,Charging,,0,Charging
12/6/2025,13:15:03,59.38,0,Charging,,0,Charging
12/6/2025,13:15:09,59.38,0,Charging,,0,Charging
12/6/2025,13:15:15,59.37,0,Charging,,0,Charging
12/6/2025,13:15:20,59.39,0,Charging,,0,Charging
12/6/2025,13:15:26,59.38,0,Charging,,0,Charging
12/6/2025,13:15:32,59.38,0,Charging,,0,Charging
12/6/2025,13:15:37,59.38,0,Charging,,0,Charging
12/6/2025,13:15:43,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:15:50,59.37,0,Charging,,0,Charging
12/6/2025,13:15:56,59.38,0,Charging,,0,Charging
12/6/2025,13:16:04,59.38,0,Charging,,0,Charging
12/6/2025,13:16:09,59.34,0,Charging,,0,Charging
12/6/2025,13:16:15,59.38,-0.04,Charging,,0,Charging
12/6/2025,13:16:20,59.38,-0.07,Charging,,0,Charging
12/6/2025,13:16:25,59.4,0,Charging,,0,Charging
12/6/2025,13:16:32,59.42,0,Charging,,0,Charging
12/6/2025,13:16:38,59.4,0,Charging,,0,Charging
12/6/2025,13:16:45,59.39,0,Charging,,0,Charging
12/6/2025,13:16:51,59.4,-0.01,Charging,,0,Charging
12/6/2025,13:16:58,59.39,-0.07,Charging,,0,Charging
12/6/2025,13:17:05,59.39,0,Charging,,0,Charging
12/6/2025,13:17:11,59.39,0,Charging,,0,Charging
12/6/2025,13:17:18,59.3,0,Charging,,0,Charging
12/6/2025,13:17:24,59.37,0,Charging,,0,Charging
12/6/2025,13:17:29,59.39,0,Charging,,0,Charging
12/6/2025,13:17:34,59.39,0,Charging,,0,Charging
12/6/2025,13:17:41,59.38,0,Charging,,0,Charging
12/6/2025,13:17:47,59.31,0,Charging,,0,Charging
12/6/2025,13:17:53,59.43,0,Charging,,0,Charging
12/6/2025,13:18:01,59.4,0,Charging,,0,Charging
12/6/2025,13:18:07,59.4,0,Charging,,0,Charging
12/6/2025,13:18:13,59.4,0,Charging,,0,Charging
12/6/2025,13:18:18,59.4,0,Charging,,0,Charging
12/6/2025,13:18:24,59.39,0,Charging,,0,Charging
12/6/2025,13:18:29,59.4,0,Charging,,0,Charging
12/6/2025,13:18:35,59.39,0,Charging,,0,Charging
12/6/2025,13:18:42,59.4,0,Charging,,0,Charging
12/6/2025,13:18:48,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:18:54,59.38,0,Charging,,0,Charging
12/6/2025,13:19:02,59.44,0,Charging,,0,Charging
12/6/2025,13:19:10,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:19:16,59.38,0,Charging,,0,Charging
12/6/2025,13:19:21,59.39,0,Charging,,0,Charging
12/6/2025,13:19:27,59.4,0,Charging,,0,Charging
12/6/2025,13:19:34,59.4,0,Charging,,0,Charging
12/6/2025,13:19:40,59.39,0,Charging,,0,Charging
12/6/2025,13:19:45,59.39,0,Charging,,0,Charging
12/6/2025,13:19:53,59.39,0,Charging,,0,Charging
12/6/2025,13:20:00,59.4,-0.03,Charging,,0,Charging
12/6/2025,13:20:06,59.4,-0.01,Charging,,0,Charging
12/6/2025,13:20:14,59.38,0,Charging,,0,Charging
12/6/2025,13:20:22,59.38,0,Charging,,0,Charging
12/6/2025,13:20:27,59.39,0,Charging,,0,Charging
12/6/2025,13:20:33,59.37,0,Charging,,0,Charging
12/6/2025,13:20:38,59.37,-0.07,Charging,,0,Charging
12/6/2025,13:20:44,59.38,0,Charging,,0,Charging
12/6/2025,13:20:51,59.37,0,Charging,,0,Charging
12/6/2025,13:20:59,59.38,0,Charging,,0,Charging
12/6/2025,13:21:06,59.38,0,Charging,,0,Charging
12/6/2025,13:21:11,59.4,0,Charging,,0,Charging
12/6/2025,13:21:17,59.38,-0.07,Charging,,0,Charging
12/6/2025,13:21:24,59.38,0,Charging,,0,Charging
12/6/2025,13:21:32,59.36,0,Charging,,0,Charging
12/6/2025,13:21:38,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:21:44,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:21:53,59.4,0,Charging,,0,Charging
12/6/2025,13:21:58,59.38,-0.05,Charging,,0,Charging
12/6/2025,13:22:04,59.36,-0.01,Charging,,0,Charging
12/6/2025,13:22:14,59.37,0,Charging,,0,Charging
12/6/2025,13:22:28,59.36,0,Charging,,0,Charging
12/6/2025,13:23:06,59.38,0,Charging,,0,Charging
12/6/2025,13:23:23,59.39,-0.07,Charging,,0,Charging
12/6/2025,13:23:35,59.38,0,Charging,,0,Charging
12/6/2025,13:23:42,59.4,0,Charging,,0,Charging
12/6/2025,13:23:48,59.38,0,Charging,,0,Charging
12/6/2025,13:23:58,59.38,0,Charging,,0,Charging
12/6/2025,13:24:15,59.39,-0.06,Charging,,0,Charging
12/6/2025,13:24:23,59.39,0,Charging,,0,Charging
12/6/2025,13:24:28,59.38,0,Charging,,0,Charging
12/6/2025,13:24:36,59.38,0,Charging,,0,Charging
12/6/2025,13:24:41,59.39,0,Charging,,0,Charging
12/6/2025,13:24:52,59.4,0,Charging,,0,Charging
12/6/2025,13:24:57,59.36,0,Charging,,0,Charging
12/6/2025,13:25:04,59.38,0,Charging,,0,Charging
12/6/2025,13:25:11,59.36,0,Charging,,0,Charging
12/6/2025,13:25:37,59.37,0,Charging,,0,Charging
12/6/2025,13:25:42,59.37,0,Charging,,0,Charging
12/6/2025,13:25:58,59.38,-0.06,Charging,,0,Charging
12/6/2025,13:26:05,59.38,-0.08,Charging,,0,Charging
12/6/2025,13:26:12,59.32,0,Charging,,0,Charging
12/6/2025,13:26:23,59.37,0,Charging,,0,Charging
12/6/2025,13:26:31,59.37,0,Charging,,0,Charging
12/6/2025,13:26:48,59.39,-0.01,Charging,,0,Charging
12/6/2025,13:26:54,59.38,0,Charging,,0,Charging
12/6/2025,13:27:00,59.38,-0.03,Charging,,0,Charging
12/6/2025,13:27:06,59.38,0,Charging,,0,Charging
12/6/2025,13:27:12,59.39,0,Charging,,0,Charging
12/6/2025,13:27:18,59.35,0,Charging,,0,Charging
12/6/2025,13:27:23,59.37,0,Charging,,0,Charging
12/6/2025,13:27:29,59.37,0,Charging,,0,Charging
12/6/2025,13:27:35,59.37,0,Charging,,0,Charging
12/6/2025,13:27:41,59.41,0,Charging,,0,Charging
12/6/2025,13:27:46,59.37,0,Charging,,0,Charging
12/6/2025,13:27:51,59.34,0,Charging,,0,Charging
12/6/2025,13:27:57,59.38,0,Charging,,0,Charging
12/6/2025,13:28:02,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:28:08,59.37,0,Charging,,0,Charging
12/6/2025,13:28:13,59.39,0,Charging,,0,Charging
12/6/2025,13:28:18,59.37,0,Charging,,0,Charging
12/6/2025,13:28:24,59.35,0,Charging,,0,Charging
12/6/2025,13:28:30,59.37,0,Charging,,0,Charging
12/6/2025,13:28:35,59.35,0,Charging,,0,Charging
12/6/2025,13:28:43,59.37,0,Charging,,0,Charging
12/6/2025,13:28:48,59.36,0,Charging,,0,Charging
12/6/2025,13:28:53,59.38,0,Charging,,0,Charging
12/6/2025,13:28:58,59.37,0,Charging,,0,Charging
12/6/2025,13:29:04,59.38,0,Charging,,0,Charging
12/6/2025,13:29:12,59.38,-0.02,Charging,,0,Charging
12/6/2025,13:29:18,59.37,-0.05,Charging,,0,Charging
12/6/2025,13:29:24,59.36,0,Charging,,0,Charging
12/6/2025,13:29:30,59.38,0,Charging,,0,Charging
12/6/2025,13:29:36,59.38,0,Charging,,0,Charging
12/6/2025,13:29:41,59.4,-0.01,Charging,,0,Charging
12/6/2025,13:29:47,59.37,0,Charging,,0,Charging
12/6/2025,13:29:52,59.36,0,Charging,,0,Charging
12/6/2025,13:29:58,59.36,0,Charging,,0,Charging
12/6/2025,13:30:04,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:30:09,59.38,0,Charging,,0,Charging
12/6/2025,13:30:15,59.38,0,Charging,,0,Charging
12/6/2025,13:30:21,59.37,0,Charging,,0,Charging
12/6/2025,13:30:26,59.38,0,Charging,,0,Charging
12/6/2025,13:30:33,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:30:39,59.37,0,Charging,,0,Charging
12/6/2025,13:30:46,59.37,0,Charging,,0,Charging
12/6/2025,13:30:51,59.37,0,Charging,,0,Charging
12/6/2025,13:30:56,59.38,-0.07,Charging,,0,Charging
12/6/2025,13:31:02,59.38,-0.03,Charging,,0,Charging
12/6/2025,13:31:08,59.38,-0.03,Charging,,0,Charging
12/6/2025,13:31:13,59.38,-0.06,Charging,,0,Charging
12/6/2025,13:31:19,59.36,0,Charging,,0,Charging
12/6/2025,13:31:26,59.38,0,Charging,,0,Charging
12/6/2025,13:31:32,59.38,0,Charging,,0,Charging
12/6/2025,13:31:38,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:31:44,59.38,0,Charging,,0,Charging
12/6/2025,13:31:50,59.37,0,Charging,,0,Charging
12/6/2025,13:31:55,59.35,0,Charging,,0,Charging
12/6/2025,13:32:01,59.38,0,Charging,,0,Charging
12/6/2025,13:32:07,59.37,0,Charging,,0,Charging
12/6/2025,13:32:12,59.37,0,Charging,,0,Charging
12/6/2025,13:32:17,59.36,0,Charging,,0,Charging
12/6/2025,13:32:23,59.37,0,Charging,,0,Charging
12/6/2025,13:32:30,59.38,0,Charging,,0,Charging
12/6/2025,13:32:35,59.38,0,Charging,,0,Charging
12/6/2025,13:32:40,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:32:46,59.38,0,Charging,,0,Charging
12/6/2025,13:32:51,59.38,0,Charging,,0,Charging
12/6/2025,13:32:57,59.36,0,Charging,,0,Charging
12/6/2025,13:33:03,59.36,0,Charging,,0,Charging
12/6/2025,13:33:09,59.37,0,Charging,,0,Charging
12/6/2025,13:33:16,59.38,0,Charging,,0,Charging
12/6/2025,13:33:22,59.38,-0.05,Charging,,0,Charging
12/6/2025,13:33:27,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:33:35,59.36,0,Charging,,0,Charging
12/6/2025,13:33:41,59.37,0,Charging,,0,Charging
12/6/2025,13:33:46,59.39,0,Charging,,0,Charging
12/6/2025,13:33:52,59.4,0,Charging,,0,Charging
12/6/2025,13:33:58,59.39,0,Charging,,0,Charging
12/6/2025,13:34:03,59.38,0,Charging,,0,Charging
12/6/2025,13:34:09,59.38,-0.06,Charging,,0,Charging
12/6/2025,13:34:14,59.38,0,Charging,,0,Charging
12/6/2025,13:34:20,59.38,0,Charging,,0,Charging
12/6/2025,13:34:26,59.37,0,Charging,,0,Charging
12/6/2025,13:34:31,59.32,0,Charging,,0,Charging
12/6/2025,13:34:37,59.38,0,Charging,,0,Charging
12/6/2025,13:34:42,59.37,0,Charging,,0,Charging
12/6/2025,13:34:49,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:34:56,59.38,0,Charging,,0,Charging
12/6/2025,13:35:01,59.35,0,Charging,,0,Charging
12/6/2025,13:35:10,59.37,0,Charging,,0,Charging
12/6/2025,13:35:15,59.37,0,Charging,,0,Charging
12/6/2025,13:35:21,59.37,-0.07,Charging,,0,Charging
12/6/2025,13:35:30,59.37,0,Charging,,0,Charging
12/6/2025,13:35:33,59.36,-0.04,Charging,,0,Charging
12/6/2025,13:35:40,59.36,0,Charging,,0,Charging
12/6/2025,13:35:45,59.37,0,Charging,,0,Charging
12/6/2025,13:35:50,59.38,0,Charging,,0,Charging
12/6/2025,13:35:55,59.38,-0.07,Charging,,0,Charging
12/6/2025,13:36:01,59.37,0,Charging,,0,Charging
12/6/2025,13:36:08,59.38,0,Charging,,0,Charging
12/6/2025,13:36:13,59.37,0,Charging,,0,Charging
12/6/2025,13:36:18,59.35,0,Charging,,0,Charging
12/6/2025,13:36:24,59.39,0,Charging,,0,Charging
12/6/2025,13:36:30,59.37,-0.01,Charging,,0,Charging
12/6/2025,13:36:36,59.41,0,Charging,,0,Charging
12/6/2025,13:36:41,59.38,0,Charging,,0,Charging
12/6/2025,13:36:51,59.37,0,Charging,,0,Charging
12/6/2025,13:36:56,59.36,0,Charging,,0,Charging
12/6/2025,13:37:02,59.34,-0.08,Charging,,0,Charging
12/6/2025,13:37:07,59.35,0,Charging,,0,Charging
12/6/2025,13:37:15,59.36,0,Charging,,0,Charging
12/6/2025,13:37:20,59.4,0,Charging,,0,Charging
12/6/2025,13:37:26,59.38,0,Charging,,0,Charging
12/6/2025,13:37:31,59.36,0,Charging,,0,Charging
12/6/2025,13:37:37,59.37,0,Charging,,0,Charging
12/6/2025,13:37:42,59.37,0,Charging,,0,Charging
12/6/2025,13:37:50,59.37,-0.06,Charging,,0,Charging
12/6/2025,13:37:55,59.38,0,Charging,,0,Charging
12/6/2025,13:38:00,59.37,0,Charging,,0,Charging
12/6/2025,13:38:06,59.37,0,Charging,,0,Charging
12/6/2025,13:38:11,59.36,0,Charging,,0,Charging
12/6/2025,13:38:17,59.38,0,Charging,,0,Charging
12/6/2025,13:38:24,59.36,0,Charging,,0,Charging
12/6/2025,13:38:29,59.37,0,Charging,,0,Charging
12/6/2025,13:38:34,59.38,0,Charging,,0,Charging
12/6/2025,13:38:41,59.36,0,Charging,,0,Charging
12/6/2025,13:38:47,59.37,0,Charging,,0,Charging
12/6/2025,13:38:54,59.36,0,Charging,,0,Charging
12/6/2025,13:39:02,59.35,0,Charging,,0,Charging
12/6/2025,13:39:12,59.37,0,Charging,,0,Charging
12/6/2025,13:39:17,59.37,0,Charging,,0,Charging
12/6/2025,13:39:24,59.37,0,Charging,,0,Charging
12/6/2025,13:39:29,59.37,0,Charging,,0,Charging
12/6/2025,13:39:35,59.37,0,Charging,,0,Charging
12/6/2025,13:39:40,59.36,-0.05,Charging,,0,Charging
12/6/2025,13:39:46,59.38,0,Charging,,0,Charging
12/6/2025,13:39:51,59.38,0,Charging,,0,Charging
12/6/2025,13:39:57,59.38,0,Charging,,0,Charging
12/6/2025,13:40:02,59.37,0,Charging,,0,Charging
12/6/2025,13:40:09,59.39,0,Charging,,0,Charging
12/6/2025,13:40:17,59.39,-0.02,Charging,,0,Charging
12/6/2025,13:40:22,59.38,0,Charging,,0,Charging
12/6/2025,13:40:28,59.38,0,Charging,,0,Charging
12/6/2025,13:40:36,59.37,0,Charging,,0,Charging
12/6/2025,13:40:41,59.36,0,Charging,,0,Charging
12/6/2025,13:40:47,59.37,0,Charging,,0,Charging
12/6/2025,13:40:53,59.38,0,Charging,,0,Charging
12/6/2025,13:41:02,59.38,0,Charging,,0,Charging
12/6/2025,13:41:07,59.35,0,Charging,,0,Charging
12/6/2025,13:41:15,59.38,-0.02,Charging,,0,Charging
12/6/2025,13:41:20,59.36,0,Charging,,0,Charging
12/6/2025,13:41:26,59.37,-0.07,Charging,,0,Charging
12/6/2025,13:41:32,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:41:38,59.38,-0.01,Charging,,0,Charging
12/6/2025,13:41:45,59.37,0,Charging,,0,Charging
12/6/2025,13:41:50,59.38,0,Charging,,0,Charging
12/6/2025,13:41:56,59.37,0,Charging,,0,Charging
12/6/2025,13:42:01,59.38,0,Charging,,0,Charging
12/6/2025,13:42:07,59.35,0,Charging,,0,Charging
12/6/2025,13:42:12,59.36,0,Charging,,0,Charging
12/6/2025,13:42:18,59.35,0,Charging,,0,Charging
12/6/2025,13:42:23,59.36,0,Charging,,0,Charging
12/6/2025,13:42:29,59.38,0,Charging,,0,Charging
12/6/2025,13:42:36,59.37,-0.01,Charging,,0,Charging
12/6/2025,13:42:43,59.37,0,Charging,,0,Charging
12/6/2025,13:42:51,59.35,-0.06,Charging,,0,Charging
12/6/2025,13:42:59,59.37,0,Charging,,0,Charging
12/6/2025,13:43:05,59.36,0,Charging,,0,Charging
12/6/2025,13:43:11,59.36,0,Charging,,0,Charging
12/6/2025,13:43:16,59.36,0,Charging,,0,Charging
12/6/2025,13:43:24,59.37,0,Charging,,0,Charging
12/6/2025,13:43:29,59.36,0,Charging,,0,Charging
12/6/2025,13:43:35,59.35,0,Charging,,0,Charging
12/6/2025,13:43:45,59.35,0,Charging,,0,Charging
12/6/2025,13:43:53,59.38,0,Charging,,0,Charging
12/6/2025,13:43:59,59.36,0,Charging,,0,Charging
12/6/2025,13:44:06,59.36,-0.06,Charging,,0,Charging
12/6/2025,13:44:11,59.37,-0.06,Charging,,0,Charging
12/6/2025,13:44:16,59.36,0,Charging,,0,Charging
12/6/2025,13:44:24,59.37,0,Charging,,0,Charging
12/6/2025,13:44:29,59.4,0,Charging,,0,Charging
12/6/2025,13:44:35,59.35,0,Charging,,0,Charging
12/6/2025,13:44:41,59.37,0,Charging,,0,Charging
12/6/2025,13:44:46,59.37,-0.01,Charging,,0,Charging
12/6/2025,13:44:52,59.37,-0.01,Charging,,0,Charging
12/6/2025,13:44:58,59.36,0,Charging,,0,Charging
12/6/2025,13:45:05,59.35,0,Charging,,0,Charging
12/6/2025,13:45:10,59.34,0,Charging,,0,Charging
12/6/2025,13:45:15,59.35,-0.07,Charging,,0,Charging
12/6/2025,13:45:21,59.36,0,Charging,,0,Charging
12/6/2025,13:45:27,59.36,0,Charging,,0,Charging
12/6/2025,13:45:34,59.36,0,Charging,,0,Charging
12/6/2025,13:45:41,59.35,0,Charging,,0,Charging
12/6/2025,13:45:46,59.35,0,Charging,,0,Charging
12/6/2025,13:45:52,59.36,0,Charging,,0,Charging
12/6/2025,13:45:58,59.35,0,Charging,,0,Charging
12/6/2025,13:46:03,59.35,0,Charging,,0,Charging
12/6/2025,13:46:09,59.35,0,Charging,,0,Charging
12/6/2025,13:46:14,59.37,0,Charging,,0,Charging
12/6/2025,13:46:20,59.35,0,Charging,,0,Charging
12/6/2025,13:46:26,59.35,-0.06,Charging,,0,Charging
12/6/2025,13:46:31,59.36,0,Charging,,0,Charging
12/6/2025,13:46:37,59.35,0,Charging,,0,Charging
12/6/2025,13:46:42,59.34,0,Charging,,0,Charging
12/6/2025,13:46:49,59.36,0,Charging,,0,Charging
12/6/2025,13:46:55,59.35,0,Charging,,0,Charging
12/6/2025,13:47:01,59.36,0,Charging,,0,Charging
12/6/2025,13:47:06,59.36,0,Charging,,0,Charging
12/6/2025,13:47:12,59.35,0,Charging,,0,Charging
12/6/2025,13:47:17,59.36,0,Charging,,0,Charging
12/6/2025,13:47:24,59.35,0,Charging,,0,Charging
12/6/2025,13:47:29,59.36,0,Charging,,0,Charging
12/6/2025,13:47:35,59.34,0,Charging,,0,Charging
12/6/2025,13:47:40,59.36,-0.05,Charging,,0,Charging
12/6/2025,13:47:46,59.35,0,Charging,,0,Charging
12/6/2025,13:47:52,59.36,0,Charging,,0,Charging
12/6/2025,13:47:57,59.35,0,Charging,,0,Charging
12/6/2025,13:48:03,59.35,0,Charging,,0,Charging
12/6/2025,13:48:09,59.32,0,Charging,,0,Charging
12/6/2025,13:48:15,59.35,0,Charging,,0,Charging
12/6/2025,13:48:20,59.34,0,Charging,,0,Charging
12/6/2025,13:48:26,59.35,0,Charging,,0,Charging
12/6/2025,13:48:33,59.35,0,Charging,,0,Charging
12/6/2025,13:48:40,59.34,-0.05,Charging,,0,Charging
12/6/2025,13:48:46,59.35,0,Charging,,0,Charging
12/6/2025,13:48:52,59.35,0,Charging,,0,Charging
12/6/2025,13:48:57,59.34,-0.05,Charging,,0,Charging
12/6/2025,13:49:03,59.35,0,Charging,,0,Charging
12/6/2025,13:49:08,59.36,-0.01,Charging,,0,Charging
12/6/2025,13:49:13,59.37,0,Charging,,0,Charging
12/6/2025,13:49:19,59.34,0,Charging,,0,Charging
12/6/2025,13:49:25,59.35,0,Charging,,0,Charging
12/6/2025,13:49:34,59.34,0,Charging,,0,Charging
12/6/2025,13:49:40,59.36,0,Charging,,0,Charging
12/6/2025,13:49:46,59.37,0,Charging,,0,Charging
12/6/2025,13:49:51,59.35,0,Charging,,0,Charging
12/6/2025,13:49:57,59.37,0,Charging,,0,Charging
12/6/2025,13:50:03,59.36,0,Charging,,0,Charging
12/6/2025,13:50:09,59.36,0,Charging,,0,Charging
12/6/2025,13:50:15,59.36,0,Charging,,0,Charging
12/6/2025,13:50:21,59.35,0,Charging,,0,Charging
12/6/2025,13:50:26,59.35,0,Charging,,0,Charging
12/6/2025,13:50:33,59.34,-0.02,Charging,,0,Charging
12/6/2025,13:50:39,59.35,0,Charging,,0,Charging
12/6/2025,13:50:44,59.35,0,Charging,,0,Charging
12/6/2025,13:50:50,59.35,0,Charging,,0,Charging
12/6/2025,13:50:57,59.36,0,Charging,,0,Charging
12/6/2025,13:51:03,59.37,0,Charging,,0,Charging
12/6/2025,13:51:08,59.33,0,Charging,,0,Charging
12/6/2025,13:51:14,59.35,0,Charging,,0,Charging
12/6/2025,13:51:19,59.35,-0.01,Charging,,0,Charging
12/6/2025,13:51:26,59.35,0,Charging,,0,Charging
12/6/2025,13:51:31,59.36,0,Charging,,0,Charging
12/6/2025,13:51:37,59.35,0,Charging,,0,Charging
12/6/2025,13:51:44,59.35,-0.01,Charging,,0,Charging
12/6/2025,13:51:49,59.34,0,Charging,,0,Charging
12/6/2025,13:51:55,59.35,0,Charging,,0,Charging
12/6/2025,13:52:00,59.34,0,Charging,,0,Charging
12/6/2025,13:52:06,59.33,0,Charging,,0,Charging
12/6/2025,13:52:12,59.35,0,Charging,,0,Charging
12/6/2025,13:52:19,59.35,0,Charging,,0,Charging
12/6/2025,13:52:25,59.35,-0.06,Charging,,0,Charging
12/6/2025,13:52:32,59.35,-0.08,Charging,,0,Charging
12/6/2025,13:52:40,59.35,0,Charging,,0,Charging
12/6/2025,13:52:48,59.35,0,Charging,,0,Charging
12/6/2025,13:52:54,59.35,0,Charging,,0,Charging
12/6/2025,13:53:00,59.33,0,Charging,,0,Charging
12/6/2025,13:53:06,59.37,-0.06,Charging,,0,Charging
12/6/2025,13:53:12,59.35,0,Charging,,0,Charging
12/6/2025,13:53:18,59.36,0,Charging,,0,Charging
12/6/2025,13:53:24,59.36,0,Charging,,0,Charging
12/6/2025,13:53:30,59.36,0,Charging,,0,Charging
12/6/2025,13:53:36,59.36,0,Charging,,0,Charging
12/6/2025,13:53:43,59.36,0,Charging,,0,Charging
12/6/2025,13:53:48,59.36,-0.08,Charging,,0,Charging
12/6/2025,13:53:54,59.36,0,Charging,,0,Charging
12/6/2025,13:54:00,59.36,-0.01,Charging,,0,Charging
12/6/2025,13:54:06,59.35,0,Charging,,0,Charging
12/6/2025,13:54:13,59.36,0,Charging,,0,Charging
12/6/2025,13:54:19,59.35,-0.01,Charging,,0,Charging
12/6/2025,13:54:25,59.35,0,Charging,,0,Charging
12/6/2025,13:54:31,59.36,0,Charging,,0,Charging
12/6/2025,13:54:37,59.36,0,Charging,,0,Charging
12/6/2025,13:54:42,59.35,0,Charging,,0,Charging
12/6/2025,13:54:48,59.36,0,Charging,,0,Charging
12/6/2025,13:54:54,59.35,0,Charging,,0,Charging
12/6/2025,13:55:00,59.34,0,Charging,,0,Charging
12/6/2025,13:55:07,59.35,0,Charging,,0,Charging
12/6/2025,13:55:15,59.36,0,Charging,,0,Charging
12/6/2025,13:55:21,59.36,0,Charging,,0,Charging
12/6/2025,13:55:27,59.36,-0.01,Charging,,0,Charging
12/6/2025,13:55:33,59.35,0,Charging,,0,Charging
12/6/2025,13:55:39,59.34,0,Charging,,0,Charging
12/6/2025,13:55:45,59.36,0,Charging,,0,Charging
12/6/2025,13:55:51,59.35,-0.05,Charging,,0,Charging
12/6/2025,13:55:57,59.35,0,Charging,,0,Charging
12/6/2025,13:56:02,59.35,0,Charging,,0,Charging
12/6/2025,13:56:09,59.36,0,Charging,,0,Charging
12/6/2025,13:56:15,59.33,0,Charging,,0,Charging
12/6/2025,13:56:20,59.36,0,Charging,,0,Charging
12/6/2025,13:56:26,59.36,0,Charging,,0,Charging
12/6/2025,13:56:33,59.35,0,Charging,,0,Charging
12/6/2025,13:56:39,59.35,0,Charging,,0,Charging
12/6/2025,13:56:47,59.35,0,Charging,,0,Charging
12/6/2025,13:56:52,59.37,0,Charging,,0,Charging
12/6/2025,13:56:58,59.36,0,Charging,,0,Charging
12/6/2025,13:57:04,59.36,0,Charging,,0,Charging
12/6/2025,13:57:12,59.35,-0.01,Charging,,0,Charging
12/6/2025,13:57:18,59.35,0,Charging,,0,Charging
12/6/2025,13:57:25,59.35,0,Charging,,0,Charging
12/6/2025,13:57:31,59.36,-0.07,Charging,,0,Charging
12/6/2025,13:57:37,59.34,0,Charging,,0,Charging
12/6/2025,13:57:44,59.39,-0.01,Charging,,0,Charging
12/6/2025,13:57:50,59.34,0,Charging,,0,Charging
12/6/2025,13:57:57,59.35,0,Charging,,0,Charging
12/6/2025,13:58:02,59.35,0,Charging,,0,Charging
12/6/2025,13:58:08,59.35,-0.07,Charging,,0,Charging
12/6/2025,13:58:14,59.35,-0.01,Charging,,0,Charging
12/6/2025,13:58:20,59.35,-0.08,Charging,,0,Charging
12/6/2025,13:58:27,59.35,0,Charging,,0,Charging
12/6/2025,13:58:32,59.35,0,Charging,,0,Charging
12/6/2025,13:58:38,59.36,-0.01,Charging,,0,Charging
12/6/2025,13:58:45,59.36,0,Charging,,0,Charging
12/6/2025,13:58:51,59.35,0,Charging,,0,Charging
12/6/2025,13:58:57,59.34,-0.03,Charging,,0,Charging
12/6/2025,13:59:04,59.35,0,Charging,,0,Charging
12/6/2025,13:59:11,59.35,0,Charging,,0,Charging
12/6/2025,13:59:17,59.37,-0.07,Charging,,0,Charging
12/6/2025,13:59:23,59.35,0,Charging,,0,Charging
12/6/2025,13:59:29,59.33,0,Charging,,0,Charging
12/6/2025,13:59:36,59.34,0,Charging,,0,Charging
12/6/2025,13:59:42,59.36,-0.02,Charging,,0,Charging
12/6/2025,13:59:48,59.32,0,Charging,,0,Charging
12/6/2025,13:59:54,59.35,0,Charging,,0,Charging
12/6/2025,13:59:59,59.31,0,Charging,,0,Charging
12/6/2025,14:00:05,59.35,0,Charging,,0,Charging
12/6/2025,14:00:11,59.36,0,Charging,,0,Charging
12/6/2025,14:00:19,59.35,-0.08,Charging,,0,Charging
12/6/2025,14:00:26,59.37,0,Charging,,0,Charging
12/6/2025,14:00:32,59.35,0,Charging,,0,Charging
12/6/2025,14:00:38,59.3,-0.01,Charging,,0,Charging
12/6/2025,14:00:44,59.35,0,Charging,,0,Charging
12/6/2025,14:00:51,59.35,-0.08,Charging,,0,Charging
12/6/2025,14:00:57,59.35,0,Charging,,0,Charging
12/6/2025,14:01:03,59.35,-0.05,Charging,,0,Charging
12/6/2025,14:01:09,59.34,-0.01,Charging,,0,Charging
12/6/2025,14:01:15,59.36,0,Charging,,0,Charging
12/6/2025,14:01:21,59.35,0,Charging,,0,Charging
